year,term,college,subject,subject_name,number,name,description,credit_hours,gen_ed,gen_ed_name,crn,section,section_info,section_notes,section_attributes,section_capp_area,section_co_request,section_special_approval,part_of_term,start_date,end_date,meeting,type,type_name,start_time,end_time,days,room,building,instructor
2005,Summer,KM,ACCY,Accountancy,199,Undergraduate Open Seminar,(ACCY 199) May be repeated.  ,1 TO 5 hours.,,Social & Beh Sci - Soc Sci,10033,,,,,,,,1,2005-05-16Z,2005-08-04Z,0,IND,Independent Study,ARRANGED,,,,,
2005,Summer,KM,ACCY,Accountancy,201,"Accounting and Accountancy, I","(ACCY 201) Introduction to the role of accounting information in establishing organization objectives and goals and identification of strategies to best achieve such objectives and goals. Topics focus on the utility of information necessary for the formation, execution and monitoring of the variety of contracts embedded in organization strategies. Projects facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: ECON 102 and ECON 103 or equivalents. ",3 hours.,,Social & Beh Sci - Soc Sci,30561,A  ,,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,10:00 AM,11:20 AM,MWR    ,36,Wohlers Hall,"Feller, A"
2005,Summer,KM,ACCY,Accountancy,202,"Accounting and Accountancy, II","(ACCY 202) Continuation of ACCY 201 with focus on strategic management of economic resources, together with acquisition of such resources, and financial and non-financial measures of organizational performance. Credit is not given for both ACCY 202 and ACCY 200. Prerequisite: ACCY 201 or equivalent. ",3 hours.,,Social & Beh Sci - Soc Sci,30562,A  ,,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,01:00 PM,02:20 PM,MWR    ,36,Wohlers Hall,"Finnegan, T"
2005,Summer,KM,ACCY,Accountancy,290,Prof Internship in Accountancy,"(ACCY 290) Formalized learning experience in combination with practice of accounting while engaged in an internship with a public accounting firm, business, or other off-campus organization; prior approval of learning plan and a summary report of learning experience are required. May be repeated in the same or subsequent terms to a maximum of 3 hours. Approved for both letter and S/U grading. Prerequisite: Open only to undergraduate accountancy majors with junior or senior standing; completion of 300-level accountancy courses appropriate to internship learning plan; and consent of department.",0 TO 3 hours.,,Social & Beh Sci - Soc Sci,30563,A  ,,,,,,,1,2005-05-16Z,2005-08-04Z,0,CNF,Conference,ARRANGED,,,,,"Willis, E"
2005,Summer,KM,ACCY,Accountancy,301,Atg Measurement & Disclosure,"(ACCY 301) Introduction to measurement and reporting of organizational performance for strategic and operational purposes with a focus on a variety of financial and non-financial performance measures suitable for both internal and external decision-making. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes.  Prerequisite: ACCY 202 or equivalent and concurrent enrollment in ACCY 302 by students majoring in accountancy (recommended for non-accountancy majors); or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30565,AE1,RESTRICTED TO ACCOUNTANCY MAJORS ONLY.   IF SPACE IS AVAILABLE IT WILL OPEN TO COLLEGE OF BUSINESS MAJORS AT NOON ON APRIL 19.,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,12:30 PM,01:50 PM,MWR    ,317,David Kinley Hall,"Donelson, D"
2005,Summer,KM,ACCY,Accountancy,301,Atg Measurement & Disclosure,"(ACCY 301) Introduction to measurement and reporting of organizational performance for strategic and operational purposes with a focus on a variety of financial and non-financial performance measures suitable for both internal and external decision-making. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes.  Prerequisite: ACCY 202 or equivalent and concurrent enrollment in ACCY 302 by students majoring in accountancy (recommended for non-accountancy majors); or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30564,AY1,ATTENDANCE FOR THIS LAB IS MANDATORY ON MAY 16.  THE SYLLABUS WILL BE DISTRIBUTED WITH THE DATES THE LAB WILL MEET DURING THE 12-WEEK SUMMER SESSION.,,,,,,S1,2005-05-16Z,2005-06-10Z,0,LBD,Laboratory-Discussion,08:00 AM,08:50 AM,M      ,141,Wohlers Hall,"Feller, A"
2005,Summer,KM,ACCY,Accountancy,302,Decision Making for Atg,"(ACCY 302) Decision making implications of information provided to organization managers and to external stakeholders such as investors, creditors, customers, and regulators. Concepts from economics, statistics, and psychology emphasize the use of quantitative techniques to comprehend uncertainty and risk. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes.  Prerequisite: ACCY 202 or equivalent; ECON 203 or equivalent or concurrent enrollment; and concurrent enrollment in ACCY 301 by students majoring in Accountancy (recommended for non-Accountancy majors); or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30034,AE1,RESTRICTED TO ACCOUNTANCY AND OTHER COLLEGE OF BUSINESS MAJORS ONLY.,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,11:00 AM,12:20 PM,MWR    ,152,Wohlers Hall,"Turner, C"
2005,Summer,KM,ACCY,Accountancy,302,Decision Making for Atg,"(ACCY 302) Decision making implications of information provided to organization managers and to external stakeholders such as investors, creditors, customers, and regulators. Concepts from economics, statistics, and psychology emphasize the use of quantitative techniques to comprehend uncertainty and risk. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes.  Prerequisite: ACCY 202 or equivalent; ECON 203 or equivalent or concurrent enrollment; and concurrent enrollment in ACCY 301 by students majoring in Accountancy (recommended for non-Accountancy majors); or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30037,AE2,RESTRICTED TO ACCOUNTANCY AND OTHER COLLEGE OF BUSINESS MAJORS ONLY.,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,02:00 PM,03:20 PM,MWR    ,152,Wohlers Hall,"Feller, A"
2005,Summer,KM,ACCY,Accountancy,302,Decision Making for Atg,"(ACCY 302) Decision making implications of information provided to organization managers and to external stakeholders such as investors, creditors, customers, and regulators. Concepts from economics, statistics, and psychology emphasize the use of quantitative techniques to comprehend uncertainty and risk. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes.  Prerequisite: ACCY 202 or equivalent; ECON 203 or equivalent or concurrent enrollment; and concurrent enrollment in ACCY 301 by students majoring in Accountancy (recommended for non-Accountancy majors); or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30037,AE2,RESTRICTED TO ACCOUNTANCY AND OTHER COLLEGE OF BUSINESS MAJORS ONLY.,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,02:00 PM,03:20 PM,MWR    ,152,Wohlers Hall,"Mitchell, L"
2005,Summer,KM,ACCY,Accountancy,302,Decision Making for Atg,"(ACCY 302) Decision making implications of information provided to organization managers and to external stakeholders such as investors, creditors, customers, and regulators. Concepts from economics, statistics, and psychology emphasize the use of quantitative techniques to comprehend uncertainty and risk. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes.  Prerequisite: ACCY 202 or equivalent; ECON 203 or equivalent or concurrent enrollment; and concurrent enrollment in ACCY 301 by students majoring in Accountancy (recommended for non-Accountancy majors); or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30031,AY1,ATTENDANCE FOR THIS LAB IS MANDATORY ON MAY 16.  THE SYLLABUS WILL BE DISTRIBUTED WITH THE DATES THE LAB WILL MEET DURING THE 12-WEEK SUMMER SESSION.,,,,,,S2,2005-06-13Z,2005-08-04Z,0,LBD,Laboratory-Discussion,08:00 AM,08:50 AM,M      ,141,Wohlers Hall,"Feller, A"
2005,Summer,KM,ACCY,Accountancy,303,Atg Institutions and Reg,"(ACCY 303) Regulation theory and practice as applied to accounting information. A general framework for regulation of accounting procedures is developed. This framework is applied to reporting, taxation, and regulated business activities. Projects facilitate self-discovery of knowledge and the development of professional attitudes and skills with emphasis on professional research.  Prerequisite: ACCY 301 and ECON 302 and FIN 221; or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30041,AE1,RESTRICTED TO ACCOUNTANCY MAJORS ONLY.   IF SPACE IS AVAILABLE WE WILL OPEN SEATS TO OTHER COLLEGE OF BUSINESS MAJORS AT NOON ON APRIL 19.,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,09:30 AM,10:50 AM,MWR    ,317,David Kinley Hall,"Ou, M"
2005,Summer,KM,ACCY,Accountancy,303,Atg Institutions and Reg,"(ACCY 303) Regulation theory and practice as applied to accounting information. A general framework for regulation of accounting procedures is developed. This framework is applied to reporting, taxation, and regulated business activities. Projects facilitate self-discovery of knowledge and the development of professional attitudes and skills with emphasis on professional research.  Prerequisite: ACCY 301 and ECON 302 and FIN 221; or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30039,AY1,ATTENDANCE FOR THIS LAB IS MANDATORY ON MAY 18.  THE SYLLABUS WILL BE DISTRIBUTED WITH THE DATES THE LAB WILL MEET DURING THE 12-WEEK SUMMER SESSION.,,,,,,S1,2005-05-16Z,2005-06-10Z,0,LBD,Laboratory-Discussion,08:00 AM,08:50 AM,W      ,141,Wohlers Hall,"Feller, A"
2005,Summer,KM,ACCY,Accountancy,304,Accounting Control Systems,"(ACCY 304) Broad perspective on accounting and control that considers attainment of all goals of an organization, including those concerned with financial objectives. Topics include the conceptual foundations of control and application of practical, analytical tools to the evaluation of an organization's control environment. Cases, class discussion and field research projects emphasize independent thinking, group processes, and communication.  Prerequisite: ACCY 301 and ACCY 302 and BADM 310; or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30061,AE1,RESTRICTED TO ACCOUNTANCY MAJORS ONLY.   IF SPACE IS AVAILABLE IT WILL OPEN TO OTHER COLLEGE OF BUSINESS MAJORS AT NOON ON APRIL 19.,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,11:00 AM,12:20 PM,MWR    ,317,David Kinley Hall,"Elliott, R"
2005,Summer,KM,ACCY,Accountancy,304,Accounting Control Systems,"(ACCY 304) Broad perspective on accounting and control that considers attainment of all goals of an organization, including those concerned with financial objectives. Topics include the conceptual foundations of control and application of practical, analytical tools to the evaluation of an organization's control environment. Cases, class discussion and field research projects emphasize independent thinking, group processes, and communication.  Prerequisite: ACCY 301 and ACCY 302 and BADM 310; or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30058,AY1,ATTENDANCE FOR THIS LAB IS MANDATORY ON MAY 18.  THE SYLLABUS WILL BE DISTRIBUTED WITH THE DATES THE LAB WILL MEET DURING THE 12-WEEK SUMMER SESSION.,,,,,,S2,2005-06-13Z,2005-08-04Z,0,LBD,Laboratory-Discussion,08:00 AM,08:50 AM,W      ,141,Wohlers Hall,"Feller, A"
2005,Summer,KM,ACCY,Accountancy,312,Principles of Taxation,"(ACCY 312) Introduction to the tax system faced by businesses operating in the United States with a focus on the impact that the tax system has on business decisions. Topic include the tax environment, tax provisions relevant to businesses and their owners, taxation of individuals and of corporations, and multi-jurisdictional issues. Projects facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes.  Prerequisite: ACCY 202 or equivalent. ",4 hours.,,Social & Beh Sci - Soc Sci,30080,A  ,,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,09:30 AM,10:50 AM,MWR    ,152,Wohlers Hall,"Holder, D"
2005,Summer,KM,ACCY,Accountancy,405,Assurance and Attestation,"(ACCY 305) Conceptual introduction to diverse means by which assurers improve the quality of information used by third parties for contracting purposes, with emphases on the credibility- and relevance-enhancement properties of assurers' services. Topics include the economics of assurance and attestation, and concepts including independence, risk, evidence, and control. Projects facilitate self-discovery of knowledge and development of professional skills and attitudes. 4 undergraduate hours. Prerequisite: ACCY 304 or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30069,AE1,RESTRICTED TO ACCOUNTANCY AND OTHER COLLEGE OF BUSINESS MAJORS ONLY.,,,,,Departmental Approval Required,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,08:00 AM,09:20 AM,MWR    ,317,David Kinley Hall,"Grenier, J"
2005,Summer,KM,ACCY,Accountancy,405,Assurance and Attestation,"(ACCY 305) Conceptual introduction to diverse means by which assurers improve the quality of information used by third parties for contracting purposes, with emphases on the credibility- and relevance-enhancement properties of assurers' services. Topics include the economics of assurance and attestation, and concepts including independence, risk, evidence, and control. Projects facilitate self-discovery of knowledge and development of professional skills and attitudes. 4 undergraduate hours. Prerequisite: ACCY 304 or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30074,AE2,RESTRICTED TO ACCOUNTANCY AND OTHER COLLEGE OF BUSINESS MAJORS ONLY.,,,,,Departmental Approval Required,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,02:30 PM,03:50 PM,MWR    ,36,Wohlers Hall,"Featherstone, A"
2005,Summer,KM,ACCY,Accountancy,405,Assurance and Attestation,"(ACCY 305) Conceptual introduction to diverse means by which assurers improve the quality of information used by third parties for contracting purposes, with emphases on the credibility- and relevance-enhancement properties of assurers' services. Topics include the economics of assurance and attestation, and concepts including independence, risk, evidence, and control. Projects facilitate self-discovery of knowledge and development of professional skills and attitudes. 4 undergraduate hours. Prerequisite: ACCY 304 or consent of department. ",4 hours.,,Social & Beh Sci - Soc Sci,30067,AY1,,,,,,,1,2005-05-16Z,2005-08-04Z,0,LBD,Laboratory-Discussion,11:00 AM,11:50 AM,R      ,141,Wohlers Hall,"Finnegan, T"
2005,Summer,KM,ACCY,Accountancy,499,Senior Research,"(ACCY 299) Research and readings course for students majoring in accountancy. May be taken by students in the college honors program in partial fulfillment of the honors requirements. May be repeated to a maximum of 6 hours. 2 to 4 undergraduate hours. Prerequisite: Cumulative grade-point average of 3.0., honors in the junior year, or consent of department; senior standing.",2 TO 4 hours.,,Social & Beh Sci - Soc Sci,10038,,,,,,,,1,2005-05-16Z,2005-08-04Z,0,IND,Independent Study,ARRANGED,,,,,
2005,Summer,KM,ACCY,Accountancy,501,"Accounting Analysis, I","(ACCY 401) Uses of accounting information; collection, processing, and communication of accounting information; measurement of assets, liabilities, equities, and income; and accounting system design. Prerequisite: Enrollment in graduate degree program or consent of department.",4 hours.,,Social & Beh Sci - Soc Sci,30083,A  ,RESTRICTED TO MSA STUDENTS ONLY.,,,,,,S2,2005-06-13Z,2005-08-04Z,0,LCD,Lecture-Discussion,08:00 AM,09:50 AM,MTWR   ,333,Armory,"Ziegler, R"
2005,Summer,KM,ACCY,Accountancy,501,"Accounting Analysis, I","(ACCY 401) Uses of accounting information; collection, processing, and communication of accounting information; measurement of assets, liabilities, equities, and income; and accounting system design. Prerequisite: Enrollment in graduate degree program or consent of department.",4 hours.,,Social & Beh Sci - Soc Sci,30086,B  ,RESTRICTED TO MSA STUDENTS ONLY.,,,,,,S2,2005-06-13Z,2005-08-04Z,0,LCD,Lecture-Discussion,10:00 AM,11:50 AM,MTWR   ,333,Armory,"Ziegler, R"
2005,Summer,KM,ACCY,Accountancy,503,Managerial Accounting,"(ACCY 403) Introduction to management accounting as part of the firm's information system, in terms of modern cost accounting and budgetary systems for planning and controlling business operations. Prerequisite: Credit or concurrent registration in ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",4 hours.,,Social & Beh Sci - Soc Sci,30089,X  ,This section restricted to Executive MBA students only.,,,,,,S2,2005-06-13Z,2005-08-04Z,0,LCD,Lecture-Discussion,ARRANGED,,,,,"Brown, C"
2005,Summer,KM,ACCY,Accountancy,551,Corporate Income Taxation,"(ACCY 452) Analyzes the tax treatment, problems, planning techniques, and underlying governmental policies involving corporations and their shareholders; coverage includes formations, operations, distributions, liquidations, reorganizations, and affiliations. Prerequisite: ACCY 451 or equivalent or consent of Department.",4 hours.,,Social & Beh Sci - Soc Sci,32291,CHI,Restricted to students in the MS Tax Program-Chicago.,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,ARRANGED,,,,,"Molloy, J"
2005,Summer,KM,ACCY,Accountancy,551,Corporate Income Taxation,"(ACCY 452) Analyzes the tax treatment, problems, planning techniques, and underlying governmental policies involving corporations and their shareholders; coverage includes formations, operations, distributions, liquidations, reorganizations, and affiliations. Prerequisite: ACCY 451 or equivalent or consent of Department.",4 hours.,,Social & Beh Sci - Soc Sci,32291,CHI,Restricted to students in the MS Tax Program-Chicago.,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,ARRANGED,,,,,"Whitlock, B"
2005,Summer,KM,ACCY,Accountancy,551,Corporate Income Taxation,"(ACCY 452) Analyzes the tax treatment, problems, planning techniques, and underlying governmental policies involving corporations and their shareholders; coverage includes formations, operations, distributions, liquidations, reorganizations, and affiliations. Prerequisite: ACCY 451 or equivalent or consent of Department.",4 hours.,,Social & Beh Sci - Soc Sci,32291,CHI,Restricted to students in the MS Tax Program-Chicago.,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,ARRANGED,,,,,"Zellers-Artalejo, M"
2005,Summer,KM,ACCY,Accountancy,556,Tax Research,(ACCY 456) Provides the student with a working knowledge of tax research methodology utilized by accountants in public practice. Aims to develop the student's capacity for either solving or defending his/her position with respect to a particular tax issue. Prerequisite: Graduate standing or consent of department.,4 hours.,,Social & Beh Sci - Soc Sci,32292,CHI,Restricted to students in the MS Tax Program-Chicago.,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,ARRANGED,,,,,"Molloy, J"
2005,Summer,KM,ACCY,Accountancy,556,Tax Research,(ACCY 456) Provides the student with a working knowledge of tax research methodology utilized by accountants in public practice. Aims to develop the student's capacity for either solving or defending his/her position with respect to a particular tax issue. Prerequisite: Graduate standing or consent of department.,4 hours.,,Social & Beh Sci - Soc Sci,32292,CHI,Restricted to students in the MS Tax Program-Chicago.,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,ARRANGED,,,,,"Omer, T"
2005,Summer,KM,ACCY,Accountancy,556,Tax Research,(ACCY 456) Provides the student with a working knowledge of tax research methodology utilized by accountants in public practice. Aims to develop the student's capacity for either solving or defending his/her position with respect to a particular tax issue. Prerequisite: Graduate standing or consent of department.,4 hours.,,Social & Beh Sci - Soc Sci,32292,CHI,Restricted to students in the MS Tax Program-Chicago.,,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,ARRANGED,,,,,"Wilberg, R"
2005,Summer,KM,ACCY,Accountancy,590,Adv Prof Internship in ACCY,"(ACCY 490) A formalized learning experience in combination with practice of accounting while engaged in an internship with a public accounting firm, business, or other off-campus organization; prior approval of learning plan and a summary report of learning experience required. May be repeated to a maximum of 4 hours.  Prerequisite: Open only to accountancy majors enrolled in the department's integrated bachelor/master program or students with graduate standing in accountancy; completion of 300-level accountancy courses appropriate to internship learning plan; and consent of department.",0 TO 4 hours.,,Social & Beh Sci - Soc Sci,30093,A  ,,,,,,,1,2005-05-16Z,2005-08-04Z,0,CNF,Conference,ARRANGED,,,,,"Willis, E"
2005,Summer,KM,ACCY,Accountancy,593,Special Research Problems,"(ACCY 493) Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",1 TO 8 hours.,,Social & Beh Sci - Soc Sci,10041,,,,,,,Instructor Approval Required,1,2005-05-16Z,2005-08-04Z,0,IND,Independent Study,ARRANGED,,,,,
2005,Summer,KM,ACCY,Accountancy,593,Special Research Problems,"(ACCY 493) Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",1 TO 8 hours.,,Social & Beh Sci - Soc Sci,32293,CHI,Restricted to students in the MS Tax Program - Chicago.,Restricted to MS: Accountancy: Tax:Chi-UIUC. ,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,ARRANGED,,,,,"Brown, C"
2005,Summer,KM,ACCY,Accountancy,593,Special Research Problems,"(ACCY 493) Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",1 TO 8 hours.,,Social & Beh Sci - Soc Sci,32293,CHI,Restricted to students in the MS Tax Program - Chicago.,Restricted to MS: Accountancy: Tax:Chi-UIUC. ,,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,ARRANGED,,,,,"Chandler, J"
2005,Summer,KM,ACCY,Accountancy,593,Special Research Problems,"(ACCY 493) Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",1 TO 8 hours.,,Social & Beh Sci - Soc Sci,30096,D  ,RESTRICTED TO MAS AND MS TAX STUDENTS ONLY.  FIRST-STAGE STUDENTS MAY REGISTER AT NOON ON APRIL 13.,"Restricted to BS:Accy BS/Master Prg -UIUC, MAS:Accountancy -UIUC, or MS:Accountancy (Tax) -UIUC. ",,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,08:00 AM,09:20 AM,MWR    ,152,Wohlers Hall,"Harris, L"
2005,Summer,KM,ACCY,Accountancy,593,Special Research Problems,"(ACCY 493) Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",1 TO 8 hours.,,Social & Beh Sci - Soc Sci,30098,E  ,RESTRICTED TO MAS AND MS TAX STUDENTS ONLY.  FIRST-STAGE STUDENTS MAY REGISTER AT NOON ON APRIL 13.,"Restricted to BS:Accy BS/Master Prg -UIUC, MAS:Accountancy -UIUC, or MS:Accountancy (Tax) -UIUC. ",,,,,1,2005-05-16Z,2005-08-04Z,0,LCD,Lecture-Discussion,11:30 AM,12:50 PM,MWR    ,36,Wohlers Hall,"Krogstad, J"
2005,Summer,KM,ACCY,Accountancy,593,Special Research Problems,"(ACCY 493) Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",1 TO 8 hours.,,Social & Beh Sci - Soc Sci,30101,MSA,RESTRICTED TO MSA STUDENTS AND MAS STUDENTS  ENTERING UIUC FROM ANOTHER UNIVERSITY.,,,,,Departmental Approval Required,S2,2005-06-13Z,2005-08-04Z,0,LCD,Lecture-Discussion,08:00 AM,09:50 AM,MTWR   ,36,Wohlers Hall,"Brown, C"
2005,Summer,KM,ACCY,Accountancy,593,Special Research Problems,"(ACCY 493) Individual investigations or research projects selected by the students, subject to approval by the graduate adviser and the executive officer of the Department. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",1 TO 8 hours.,,Social & Beh Sci - Soc Sci,30101,MSA,RESTRICTED TO MSA STUDENTS AND MAS STUDENTS  ENTERING UIUC FROM ANOTHER UNIVERSITY.,,,,,Departmental Approval Required,S2,2005-06-13Z,2005-08-04Z,0,LCD,Lecture-Discussion,08:00 AM,09:50 AM,MTWR   ,36,Wohlers Hall,"Chandler, J"
