year,term,college,subject,subject_name,number,name,description,credit_hours,gen_ed,gen_ed_name,crn,section,section_info,section_notes,section_attributes,section_capp_area,section_co_request,section_special_approval,part_of_term,start_date,end_date,meeting,type,type_name,start_time,end_time,days,room,building,instructor
2019,Winter,KM,BADM,Business Administration,320,Principles of Marketing,"Emphasizes the concepts of planning, organization, control, and decision making as they are applied in the management of the marketing function. Provides an overview of aspects of the marketing discipline.",3 hours.,,Quantitative Reasoning II,10056,OL ,Please be aware this course will be cancelled if a 20 student minimum enrollment is not met. Please find information about the online course here: http://publish.illinois.edu/onlinestudentorientation/.,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Gill, S"
2019,Winter,KM,BADM,Business Administration,350,IT for Networked Organizations,"Examines the information technology and its impact on modern organizations. Topics include: (1) IT, Internet Technologies, E-Commerce and business models, (2) organizing and modeling enterprise data, (3) Network protocol and architecture, (4) development of IT systems, and (5) IT management and organization design.",3 hours.,,Quantitative Reasoning II,10015,OL ,Please be aware this course will be cancelled if a 20 student minimum enrollment is not met.   Please find information about the online course here: http://publish.illinois.edu/onlinestudentorientation/.,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Sachdev, V"
2019,Winter,KM,BADM,Business Administration,375,Operations Management,"Explores methods of design and management of manufacturing and service business processes; central concepts include managing process-speed, -capacity, -inventory, and -uncertainty; additional topics include simultaneous product and process design, and an introduction to quality management, process improvement and lean thinking.",3 hours.,,Quantitative Reasoning II,10016,OL ,Please be aware this course will be cancelled if a 20 student minimum enrollment is not met.   Please find information about the online course here: http://publish.illinois.edu/onlinestudentorientation/.,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Chhajed, D"
2019,Winter,KM,BADM,Business Administration,380,International Business,"Introduces the field of international business and management. Examines the economic, political, and legal environments of international business. Analyzes differences in financial management, marketing, and management practices for firms doing business abroad.",3 hours.,,Quantitative Reasoning II,10017,OL ,Please be aware this course will be cancelled if a 20 student minimum enrollment is not met.   Please find information about the online course here: http://publish.illinois.edu/onlinestudentorientation/.,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Bucheli, M"
2019,Winter,KY,CHLH,Kinesiology & Community Health,100,Contemporary Health,"Examines concepts of health and health promotion in contemporary society with emphasis on a healthy lifestyle for individuals and groups. Topics include self care, health insurance, exercise, nutrition and weight control, sexuality, contraception, tobacco, alcohol, cardiovascular health, infectious diseases, and cancer.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10028,ON ,"Even though you see Departmental Approval Required, registration will close at 9 AM on the first day of instruction and no overrides will be provided after that time.  It takes 24 hours after registering for this course to show up on compass.",,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Trask, J"
2019,Winter,KP,CS,Computer Science,199,Undergraduate Open Seminar in Computer Science,Topics vary. Approved for Letter and S/U grading. May be repeated.,0 TO 5 hours.,,Social & Beh Sci - Soc Sci,10030,GAM,,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Shaffer, E"
2019,Winter,KR,DANC,Dance,100,Intro to Contemporary Dance,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors.",3 hours.,1WCC,Cultural Studies - Western,10027,OL1,This online course will use Compass.,,"Humanities - Lit & Arts, and Cultural Studies - Western course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Ferrell, R"
2019,Winter,KR,DANC,Dance,100,Intro to Contemporary Dance,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors.",3 hours.,1LA,Humanities – Lit & Arts,10027,OL1,This online course will use Compass.,,"Humanities - Lit & Arts, and Cultural Studies - Western course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Ferrell, R"
2019,Winter,KR,DANC,Dance,100,Intro to Contemporary Dance,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors.",3 hours.,1WCC,Cultural Studies - Western,10027,OL1,This online course will use Compass.,,"Humanities - Lit & Arts, and Cultural Studies - Western course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Maybee, C"
2019,Winter,KR,DANC,Dance,100,Intro to Contemporary Dance,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. For non-dance majors.",3 hours.,1LA,Humanities – Lit & Arts,10027,OL1,This online course will use Compass.,,"Humanities - Lit & Arts, and Cultural Studies - Western course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Maybee, C"
2019,Winter,KV,ECON,Economics,102,Microeconomic Principles,"Introduction to the functions of individual decision-makers, both consumers and producers, within the larger economic system. Primary emphasis on the nature and functions of product markets, the theory of the firm under varying conditions of competition and monopoly, and the role of government in prompting efficiency in the economy. Credit is not given for ECON 102 and ACE 100.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10019,ONL,,,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Gillis, M"
2019,Winter,KV,ECON,Economics,102,Microeconomic Principles,"Introduction to the functions of individual decision-makers, both consumers and producers, within the larger economic system. Primary emphasis on the nature and functions of product markets, the theory of the firm under varying conditions of competition and monopoly, and the role of government in prompting efficiency in the economy. Credit is not given for ECON 102 and ACE 100.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10019,ONL,,,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Vazquez, J"
2019,Winter,KV,ECON,Economics,103,Macroeconomic Principles,"Introduction to the theory of determination of total or aggregate income, employment, output, price levels, and the role of money in the economy. Primary emphasis on monetary and fiscal policy, inflation, unemployment, economic growth, and international economics.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10020,ONL,,,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Laumer, S"
2019,Winter,KV,ECON,Economics,103,Macroeconomic Principles,"Introduction to the theory of determination of total or aggregate income, employment, output, price levels, and the role of money in the economy. Primary emphasis on monetary and fiscal policy, inflation, unemployment, economic growth, and international economics.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10020,ONL,,,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"McDermott, E"
2019,Winter,KV,ECON,Economics,202,Economic Statistics I,"Introduction of basic concepts in statistics including the presentation of data, descriptive statistics, probability theory, discrete and continuous distributions, sampling distributions, estimation, and hypothesis testing. The approach of the class includes both learning the concepts behind basic statistics and also how to apply these concepts in ""real-life"" situations. Utilizes a practical project format. To complete the Business Statistics sequence, students must also complete ECON 203. Credit is not given for ECON 202 if credit for a college-level introductory statistics course such as PSYC 235, SOC 280, or STAT 100 has been earned. Prerequisite: Credit or registration in one of MATH 220, MATH 221, MATH 234.",3 hours.,1QR1,Quantitative Reasoning I,10051,ONL,"Most of this course will be very flexible in timing to accommodate students' schedules.  There are two fixed times for the midterm and the final exam.  The midterm exam will be held on January 2 from approximately 5-7pmCST and the final exam will be held on January 12 from approximately 5-7pmCST. All exams will be taken online using ProctorU. ProctorU is an online proctoring service that allows students to take exams remotely. Students will be responsible for the ProctorU exam charges (paid directly to ProctorU)~ cost is pending, but will follow the typical ProctorU pricing structure.",,Quantitative Reasoning I course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Anderson, P"
2019,Winter,KV,ECON,Economics,202,Economic Statistics I,"Introduction of basic concepts in statistics including the presentation of data, descriptive statistics, probability theory, discrete and continuous distributions, sampling distributions, estimation, and hypothesis testing. The approach of the class includes both learning the concepts behind basic statistics and also how to apply these concepts in ""real-life"" situations. Utilizes a practical project format. To complete the Business Statistics sequence, students must also complete ECON 203. Credit is not given for ECON 202 if credit for a college-level introductory statistics course such as PSYC 235, SOC 280, or STAT 100 has been earned. Prerequisite: Credit or registration in one of MATH 220, MATH 221, MATH 234.",3 hours.,1QR1,Quantitative Reasoning I,10051,ONL,"Most of this course will be very flexible in timing to accommodate students' schedules.  There are two fixed times for the midterm and the final exam.  The midterm exam will be held on January 2 from approximately 5-7pmCST and the final exam will be held on January 12 from approximately 5-7pmCST. All exams will be taken online using ProctorU. ProctorU is an online proctoring service that allows students to take exams remotely. Students will be responsible for the ProctorU exam charges (paid directly to ProctorU)~ cost is pending, but will follow the typical ProctorU pricing structure.",,Quantitative Reasoning I course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Schultz, C"
2019,Winter,KV,ECON,Economics,203,Economic Statistics II,"Continuation of ECON 202. Builds upon point and interval estimation as well as hypothesis testing skills first introduced in ECON 202. Utilizes a practical project format to extend the student skill set to include simple and multiple linear regression and time series techniques. Students will: Understand the relevance of statistics in their future course-work and professions; Be trained to identify the proper statistical technique to apply to a problem; Be adept at finding the answers to statistical queries using excel; Be able to properly interpret the results of their analysis. Students must have completed a course on probability and statistical analysis before taking ECON 203. The best course to meet this requirement is ECON 202 at the University of Illinois. Prerequisite: ECON 202; one of MATH 220, MATH 221, or MATH 234.",3 hours.,,Quantitative Reasoning I,10021,ONL,,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Marques de Amorim, G"
2019,Winter,KV,ECON,Economics,203,Economic Statistics II,"Continuation of ECON 202. Builds upon point and interval estimation as well as hypothesis testing skills first introduced in ECON 202. Utilizes a practical project format to extend the student skill set to include simple and multiple linear regression and time series techniques. Students will: Understand the relevance of statistics in their future course-work and professions; Be trained to identify the proper statistical technique to apply to a problem; Be adept at finding the answers to statistical queries using excel; Be able to properly interpret the results of their analysis. Students must have completed a course on probability and statistical analysis before taking ECON 203. The best course to meet this requirement is ECON 202 at the University of Illinois. Prerequisite: ECON 202; one of MATH 220, MATH 221, or MATH 234.",3 hours.,,Quantitative Reasoning I,10021,ONL,,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Petry, J"
2019,Winter,KV,ECON,Economics,302,Inter Microeconomic Theory,"Microeconomic analysis including value and distribution theory; analysis of the pricing of the factors of production integrated in a micro-general equilibrium context which builds towards explaining the resource allocation process. Prerequisite: ECON 102 or equivalent. MATH 220, MATH 221, MATH 234 or equivalent.",3 hours.,,Quantitative Reasoning I,10026,ONL,,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Buckley, B"
2019,Winter,KV,ECON,Economics,302,Inter Microeconomic Theory,"Microeconomic analysis including value and distribution theory; analysis of the pricing of the factors of production integrated in a micro-general equilibrium context which builds towards explaining the resource allocation process. Prerequisite: ECON 102 or equivalent. MATH 220, MATH 221, MATH 234 or equivalent.",3 hours.,,Quantitative Reasoning I,10026,ONL,,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Fang, C"
2019,Winter,KV,ECON,Economics,303,Inter Macroeconomic Theory,"The modern theory of the determination of the level and rate of growth of income, employment, output, and the price level; discusses alternate fiscal and monetary policies to facilitate full employment and economic growth. Prerequisite: ECON 102; ECON 103; and one of MATH 220, MATH 221, MATH 234.",3 hours.,,Quantitative Reasoning I,10052,ONL,,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Petry, J"
2019,Winter,KV,ECON,Economics,303,Inter Macroeconomic Theory,"The modern theory of the determination of the level and rate of growth of income, employment, output, and the price level; discusses alternate fiscal and monetary policies to facilitate full employment and economic growth. Prerequisite: ECON 102; ECON 103; and one of MATH 220, MATH 221, MATH 234.",3 hours.,,Quantitative Reasoning I,10052,ONL,,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Zelenina, D"
2019,Winter,KN,EPS,Educational Policy Studies,405,Historical & Social Barriers,"Examines the relationship between ability, race, class, and gender to citizenship and schooling. Particular emphasis is placed on how the construction of ""citizenship"" has been used as a tool to further deny equal participation in the public sphere such as schools. To that end, an application of historical understanding of social barriers to educational access is analyzed from the Colonial period to the present. 3 undergraduate hours. 4 graduate hours. May be repeated for 4 graduate hours.",3 OR 4 hours.,,Quantitative Reasoning I,10058,UG ,,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Pak, Y"
2019,Winter,KV,ESE,"School of Earth, Society, and Environment",117,The Oceans,Same as GEOL 117. See GEOL 117.,3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10050,A  ,"This section will have one proctored online exam which may carry additional fees.  Proctoring options include fee-based ProctorU, approved proctoring centers, and approved testing facilities that carry no fees.",,Nat Sci & Tech - Phys Sciences course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Pettijohn, J"
2019,Winter,KV,ESE,"School of Earth, Society, and Environment",118,Natural Disasters,Same as GEOL 118 and GLBL 118. See GEOL 118.,3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10008,A  ,"This section has one or more proctored exams, which may carry additional fees. For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru.",,Nat Sci & Tech - Phys Sciences course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Altaner, S"
2019,Winter,KV,ESE,"School of Earth, Society, and Environment",120,Severe and Hazardous Weather,Same as ATMS 120. See ATMS 120.,3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10038,ONL,,,"Nat Sci & Tech - Phys Sciences, and Quantitative Reasoning II course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Snodgrass, E"
2019,Winter,KV,ESE,"School of Earth, Society, and Environment",120,Severe and Hazardous Weather,Same as ATMS 120. See ATMS 120.,3 hours.,1QR2,Quantitative Reasoning II,10038,ONL,,,"Nat Sci & Tech - Phys Sciences, and Quantitative Reasoning II course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Snodgrass, E"
2019,Winter,KV,ESE,"School of Earth, Society, and Environment",210,Social & Environmental Issues,Same as GEOG 210. See GEOG 210.,3 hours.,1SS,Social & Beh Sci - Soc Sci,10010,ONL,,,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Breyer, E"
2019,Winter,KL,FSHN,Food Science and Human Nutrition,199,Undergraduate Open Seminar,Experimental course on a special topic in food science and human nutrition. Topic may not be repeated except in accordance with the Code. Approved for letter and S/U grading. May be repeated in the same or subsequent terms. No more than 12 hours may be counted toward graduation.,1 TO 5 hours.,,Social & Beh Sci - Soc Sci,10063,TMB,"This online course is taught asynchronously through Compass (there is not a scheduled time it meets).  Although it is taught asynchronously, the course has specific deadlines to keep students successfully progressing through the materials prior to the close of the accelerated semester.",,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Burkhalter, T"
2019,Winter,KV,GEOG,Geography & Geographic Information Science,204,Cities of the World,"In-depth exploration of global urbanization. Using a comparative regional approach, discuss the recent history of global urbanization, dissect its problems, and offer possible solutions. Approximately ten major regions of the world will be examined, exploring the significant  urban patterns and processes, built and natural environments, and social, economic, and cultural landscapes of each.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10047,ONL,,,"Social & Beh Sci - Soc Sci, and Cultural Studies - Western course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Liu, D"
2019,Winter,KV,GEOG,Geography & Geographic Information Science,204,Cities of the World,"In-depth exploration of global urbanization. Using a comparative regional approach, discuss the recent history of global urbanization, dissect its problems, and offer possible solutions. Approximately ten major regions of the world will be examined, exploring the significant  urban patterns and processes, built and natural environments, and social, economic, and cultural landscapes of each.",3 hours.,1WCC,Cultural Studies - Western,10047,ONL,,,"Social & Beh Sci - Soc Sci, and Cultural Studies - Western course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Liu, D"
2019,Winter,KV,GEOG,Geography & Geographic Information Science,210,Social & Environmental Issues,"Introduction to the complex relationship between people and the natural environment from a social science perspective. Explores different approaches to environmental issues, and examines the role of population change, political economy, technologies, environmental policymaking, and social institutions in causing and resolving contemporary social and environmental global issues. Same as ESE 210.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10004,ONL,,,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Breyer, E"
2019,Winter,KV,GEOL,Geology,117,The Oceans,"Integrated introduction to oceanography and marine geology and geophysics. Topics include ocean-basin formation and evolution (in the context of plate tectonics), ocean ecology, the hydrologic cycle, water chemistry, currents and waves, the interaction of oceans with climate, coastal hazards, resources, pollution, and the Law of the Sea. Course is oriented toward students not majoring in science. Same as ESE 117.",3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10049,A  ,"This section will have one proctored online exam which may carry additional fees.  Proctoring options include fee-based ProctorU, approved proctoring centers, and approved testing facilites that carry no fees.",,Nat Sci & Tech - Phys Sciences course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Pettijohn, J"
2019,Winter,KV,GEOL,Geology,118,Natural Disasters,"Introduces the nature, causes, risks, effects, and prediction of natural disasters including earthquakes, volcanoes, landslides, subsidence, global climate change, severe weather, coastal erosion, floods, mass extinctions, and meteorite  impacts; covers scientific principles and case histories of natural disasters as well as human responses (societal impact, mitigation strategies, and public policy). Same as ESE 118 and GLBL 118.",3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10007,A  ,"This section has one or more proctored exams, which may carry additional fees. For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru.",,Nat Sci & Tech - Phys Sciences course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Altaner, S"
2019,Winter,KV,GLBL,(LAS) Global Studies Program,100,Intro to Global Studies,"Foundation course for understanding a range of contemporary issues and learning to analyze them from multiple disciplinary perspectives. Students consider globalizing trends within themes of wealth and poverty; population, cultures, and human rights; environment and sustainability; and governance, conflict, and cooperation. Course objectives are to enhance knowledge of human cultures, their interactions and impacts on the world; develop skills for successfully negotiating realities of contemporary societies; and promote values for global learning, diversity, and sustainable futures.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10054,CF ,Course is asynchronous.,,"Social & Beh Sci - Soc Sci, and Cultural Studies - Western course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Goodnight, M"
2019,Winter,KV,GLBL,(LAS) Global Studies Program,100,Intro to Global Studies,"Foundation course for understanding a range of contemporary issues and learning to analyze them from multiple disciplinary perspectives. Students consider globalizing trends within themes of wealth and poverty; population, cultures, and human rights; environment and sustainability; and governance, conflict, and cooperation. Course objectives are to enhance knowledge of human cultures, their interactions and impacts on the world; develop skills for successfully negotiating realities of contemporary societies; and promote values for global learning, diversity, and sustainable futures.",3 hours.,1WCC,Cultural Studies - Western,10054,CF ,Course is asynchronous.,,"Social & Beh Sci - Soc Sci, and Cultural Studies - Western course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Goodnight, M"
2019,Winter,KV,GLBL,(LAS) Global Studies Program,118,Natural Disasters,Same as ESE 118 and GEOL 118. See GEOL 118.,3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10009,A  ,"This section has one or more proctored exams, which may carry additional fees. For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru.",,Nat Sci & Tech - Phys Sciences course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Altaner, S"
2019,Winter,KV,GWS,Gender and Women's Studies,100,Intro Gender & Women's Studies,"Interdisciplinary introduction to the study of gender, women, and sexuality. Addresses issues such as social experience, representation and popular culture, femininities and masculinities, family structure, education, employment, economics, literature and the arts, religion, history, and technology. Explores interrelationships of race, ethnicity, sexuality, gender, ability, and age from a transnational perspective. Same as HDFS 140 and SOC 130.",3 hours.,1SS,Social & Beh Sci - Soc Sci,10042,AA ,Meets w/HDFS 140 (CRN 10043) and SOC 130 (CRN 10044),,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Cole, C"
2019,Winter,KV,GWS,Gender and Women's Studies,356,Sex & Gender in Popular Media,Same as MACS 356. See MACS 356.,3 hours.,1WCC,Cultural Studies - Western,10012,A  ,,,Cultural Studies - Western course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Robinson, J"
2019,Winter,KL,HDFS,Human Development and Family Studies,140,Intro Gender & Women's Studies,Same as GWS 100 and SOC 130. See GWS 100.,3 hours.,1SS,Social & Beh Sci - Soc Sci,10043,AA ,Meets w/GWS 100 (CRN 10042) and SOC 130 (CRN 10044),,Social & Beh Sci - Soc Sci course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Cole, C"
